"Source","Target","Confidence","Documents","Doc_IDs"
"CD1D","ARTHRITIS",86.1870454411679,2,"Pmcoa_4445310,Pmcoa_5814456"
"RYR1","ARTHRITIS",74.7783530665468,2,"Pmcoa_5605300,Pmcoa_4602262"
"FFAR2","ARTHRITIS",79.9745872405204,2,"Pmcoa_5731126,Pmcoa_4734206"
"SUCNR1","ARTHRITIS",74.5936865196757,2,"Pmcoa_5827535,Pmcoa_4995082"
"MIR708","ASEPTIC NECROSIS OF BONE",58.3333333333333,2,"Medline_26932538,Pmcoa_4773864"
"CYP3A","ASEPTIC NECROSIS OF BONE",67.8393606271696,2,"Medline_17787012,Medline_19997828"
"NUBP1","ASEPTIC NECROSIS OF BONE",62.3622786823049,2,"Pmcoa_4490596,Medline_20156665"
"PRKAA1","ASEPTIC NECROSIS OF BONE",75.2639216791692,3,"Pmcoa_5025189,Medline_24080159,Pmcoa_5356877"
"ASPG","ASEPTIC NECROSIS OF BONE",62.9119721867482,2,"Pmcoa_4788417,Medline_26967741"
"APOB","ASEPTIC NECROSIS OF BONE",74.9212050395861,3,"Pmcoa_4282735,Pmcoa_4247152,Medline_17530370"
"TRPV4","ASEPTIC NECROSIS OF BONE",63.9856629415568,2,"Pmcoa_5035228,Medline_27330106"
"DHS","ASEPTIC NECROSIS OF BONE",60.5387917607357,2,"Medline_29367911,Pmcoa_5771783"
"IL12RB2","BEHCET SYNDROME",76.6352097896633,14,"Medline_25940109,Medline_24151497,Pmcoa_2923807,Medline_20622878,Patent_US20160251376,Patent_US9630970,Patent_US9340540,Patent_US20160297826,Patent_US20150266875,Patent_US20170305933,Patent_EP3262049A1,Patent_US20170247373,Patent_WO2016138352A1,Pmcoa_2911862"
"IFNA2","BEHCET SYNDROME",83.6055549689746,7,"Medline_10971058,Medline_9651559,Medline_11450899,Medline_10343467,Medline_18412306,Medline_7910903,Medline_7914275"
"HAVCR1","BEHCET SYNDROME",77.460994749044,2,"Medline_24453431,Medline_22204815"
"HLA-A","BEHCET SYNDROME",77.0746329665737,3,"Medline_16671946,Medline_24887019,Pmcoa_3132038"
"UBAC2","BEHCET SYNDROME",68.9138873111518,3,"Pmcoa_3446441,Medline_28389674,Medline_21918955"
"DEFA1","BEHCET SYNDROME",64.1323294749082,2,"Medline_22219625,Pmcoa_3247767"
"KIR2DL4","BEHCET SYNDROME",62.4969389672761,2,"Medline_24136464,Pmcoa_3809359"
"BTLA","BEHCET SYNDROME",67.6901894426256,2,"Medline_26841832,Pmcoa_4740741"
"KIR3DL3","BEHCET SYNDROME",61.1217614299498,2,"Medline_24136464,Pmcoa_3809359"
"IRF8","BEHCET SYNDROME",66.0940938469686,2,"Pmcoa_5584248,Medline_28881647"
"LAMP1","BEHCET SYNDROME",64.8601185297374,2,"Medline_28170096,Pmcoa_5383445"
"NAB2","BONE INFECTION",72.8954635884564,7,"Medline_17515238,Medline_24891586,Medline_7634667,Pmcoa_3855945,Medline_29119077,Pmcoa_5671931,Medline_26875273"
"SQSTM1","BONE PAGET DISEASE",78.9633244240375,49,"Patent_US20050042611,Patent_EP1414960B1,Patent_US7479368,Pmcoa_4006681,Medline_23117207,Patent_WO2003012134A2,Patent_WO2014114791A1,Medline_29555685,Medline_25241215,Pmcoa_4803799,Medline_23658060,Medline_11992264,Patent_EP3146073A1,Medline_15176995,Medline_15207768,Medline_19257822,Medline_20855225,Medline_20971078,Patent_US8163896,Medline_18984666,Medline_19589897,Medline_18543015,Patent_US20130096178,Medline_14584883,Patent_US20170130272,Medline_19049332,Pmcoa_2833646,Pmcoa_4782024,Pmcoa_2442429,Patent_WO2011128646A2,Patent_EP2558593A2,Pmcoa_1297578,Patent_WO2015177744A1,Medline_17129171,Patent_EP2429522A2,Patent_WO2010132390A2,Pmcoa_4635325,Patent_US20100298348,Medline_17229006,Medline_22172040,Medline_15647816,Medline_16932700,Medline_16691492,Medline_15493999,Medline_24042580,Medline_12374763,Medline_17907922,Pmcoa_5431917,Pmcoa_3407648"
"RIN3","BONE PAGET DISEASE",67.9236967727103,4,"Pmcoa_4063697,Medline_24945404,Medline_25701875,Pmcoa_4424954"
"VCP","BONE PAGET DISEASE",77.513354394854,37,"Pmcoa_3235825,Medline_18359282,Pmcoa_2950155,Medline_17457594,Pmcoa_5027687,Medline_28970065,Medline_23782134,Medline_25149037,Medline_23349634,Medline_25125609,Pmcoa_3547847,Pmcoa_5666124,Medline_25617006,Medline_20833645,Medline_17618707,Medline_20957154,Medline_15034582,Medline_25388089,Medline_16429324,Patent_EP2723866A1,Medline_25447673,Medline_17329348,Patent_US20170175126,Patent_US20160091504,Pmcoa_4176170,Pmcoa_4401571,Pmcoa_5116203,Patent_WO2012174666A1,Medline_16199218,Pmcoa_4610257,Medline_20414249,Medline_20008565,Medline_27106764,Pmcoa_4514128,Pmcoa_5431917,Pmcoa_5110612,Pmcoa_2887939"
"ERBB2","BONE PAGET DISEASE",77.1822271605253,2,"Medline_21030863,Medline_20418225"
"TARDBP","BONE PAGET DISEASE",62.126069318081,2,"Medline_17279000,Pmcoa_3766182"
"TNFRSF11A","BONE PAGET DISEASE",69.6469593326644,3,"Medline_21987421,Patent_US20170130272,Medline_20564239"
"S100A1","BONE PAGET DISEASE",64.4221182593264,2,"Pmcoa_3365789,Medline_2442212"
"BAX","CHRONIC ULCERATIVE COLITIS",82.3135042065659,2,"Medline_11413108,Medline_17629044"
"TPM3","CHRONIC ULCERATIVE COLITIS",80.0258792175033,11,"Medline_19209821,Medline_14687823,Medline_19690525,Medline_18785281,Patent_US20020013259,Patent_US20030236182,Patent_US20070032426,Patent_WO2001058927A1,Medline_17416356,Medline_10540182,Patent_WO1999048508A1"
"PMP22","CHRONIC ULCERATIVE COLITIS",84.4819340065676,34,"Pmcoa_4633553,Patent_US20140363673,Patent_US20170305989,Pmcoa_4385690,Pmcoa_5011223,Pmcoa_5247319,Medline_20696776,Medline_26090422,Medline_25438537,Medline_28233796,Patent_EP2822386A1,Medline_26579201,Medline_25508068,Medline_29234405,Patent_US20150023874,Medline_28888763,Patent_US20090202517,Pmcoa_4927997,Patent_US20160220625,Patent_US20130178439,Pmcoa_3652198,Patent_WO2013130776A1,Patent_US20170119762,Pmcoa_4237432,Pmcoa_3789265,Pmcoa_4450267,Pmcoa_5058702,Pmcoa_5792761,Pmcoa_5124666,Pmcoa_5436237,Pmcoa_5660811,Pmcoa_5324050,Pmcoa_5748319,Pmcoa_4427837"
"KRAS","CHRONIC ULCERATIVE COLITIS",84.1684437737707,4,"Medline_2194896,Medline_1854618,Pmcoa_1977292,Medline_1350261"
"ELAVL1","CHRONIC ULCERATIVE COLITIS",81.6020192437208,4,"Medline_23900586,Medline_25633437,Medline_23935744,Pmcoa_3735875"
"PTPN11","CHRONIC ULCERATIVE COLITIS",82.8534992209751,5,"Pmcoa_5330278,Medline_27100271,Pmcoa_5730547,Pmcoa_4980741,Medline_19160029"
"CXCL2","CHRONIC ULCERATIVE COLITIS",83.539020085449,4,"Pmcoa_2644704,Medline_23272179,Pmcoa_3525572,Pmcoa_4812449"
"CCL7","CHRONIC ULCERATIVE COLITIS",69.8479485027604,14,"Medline_10433925,Patent_US20050255458,Patent_US20040220220,Patent_US20040214860,Patent_EP2718723B1,Patent_EP3176583A2,Patent_US20140175018,Patent_US20110124552,Patent_US9656015,Patent_US9726666,Patent_US20040242632,Patent_US8524656,Patent_WO2010003240A1,Patent_WO2003039488A2"
"EPX","CHRONIC ULCERATIVE COLITIS",77.5714199307254,2,"Medline_15100311,Medline_17206716"
"CCL16","CHRONIC ULCERATIVE COLITIS",61.5205015513601,6,"Patent_US20130303398,Patent_EP2347256A1,Patent_US20100093552,Patent_US9267935,Patent_US20160312290,Medline_15171818"
"REG4","CHRONIC ULCERATIVE COLITIS",67.4521511021014,3,"Patent_US20050158313,Medline_17260007,Patent_WO2006099539A1"
"PECAM1","CHRONIC ULCERATIVE COLITIS",73.1808520654313,2,"Medline_10935652,Pmcoa_2997091"
"KRT76","CHRONIC ULCERATIVE COLITIS",62.9307646813798,42,"Medline_1587174,Patent_EP1753456A2,Patent_EP2386317A1,Patent_EP3047858A1,Patent_EP3067067A1,Patent_US20110020337,Patent_EP2007425A2,Patent_EP2465534A1,Patent_US20140205598,Patent_EP2386316A1,Patent_US20060018896,Patent_EP2386315A1,Patent_EP2488203A1,Patent_WO2005123128A2,Patent_EP2007425B1,Patent_EP2382991A1,Patent_EP3150635A2,Patent_EP2392350A1,Patent_US8652477,Patent_US20170233494,Patent_US20140056873,Patent_EP2460537A1,Patent_EP2446900A1,Patent_US20070172483,Patent_US20160272727,Patent_EP2446901A1,Patent_EP2457585A1,Patent_EP2465535A1,Patent_EP2446902A1,Patent_US20130266559,Patent_US20110091450,Patent_US20150064176,Patent_US20170233493,Patent_US20100074899,Patent_US20170166660,Patent_US8840893,Patent_US20110311549,Patent_WO2005123776A1,Patent_US20060002937,Patent_US7919094,Patent_WO2007117996A2,Patent_WO2011047346A1"
"CCND1","CHRONIC ULCERATIVE COLITIS",72.8389184645854,3,"Medline_12827612,Patent_US20140031389,Patent_US20100285002"
"SCAI","CHRONIC ULCERATIVE COLITIS",61.4734864944068,2,"Medline_19515463,Pmcoa_5436761"
"TCN2","CHRONIC ULCERATIVE COLITIS",74.0403425647517,2,"Medline_18700049,Medline_28526947"
"TRAP1","CHRONIC ULCERATIVE COLITIS",70.8701472185427,2,"Medline_25493016,Medline_20828217"
"MICB","CHRONIC ULCERATIVE COLITIS",67.4333247481645,2,"Medline_16679067,Pmcoa_2803256"
"ALPI","CHRONIC ULCERATIVE COLITIS",71.105495444738,4,"Medline_19885903,Patent_EP3242954A1,Patent_WO2016111752A1,Patent_US20160201110"
"HMGB2","CHRONIC ULCERATIVE COLITIS",65.7904282770765,7,"Medline_22644337,Patent_US20040229279,Patent_EP1577671A1,Patent_US20020009749,Patent_EP0964250B1,Patent_US6822078,Pmcoa_5331171"
"GPR35","CHRONIC ULCERATIVE COLITIS",65.4752321529751,2,"Pmcoa_4354270,Medline_22821403"
"RTCA","CHRONIC ULCERATIVE COLITIS",72.8015022150227,3,"Medline_21105858,Medline_16528486,Medline_21689341"
"GHRL","CHRONIC ULCERATIVE COLITIS",70.0606859757672,2,"Medline_25691845,Pmcoa_4316225"
"H19","CHRONIC ULCERATIVE COLITIS",77.5515305840521,3,"Medline_27661667,Medline_29062612,Pmcoa_5649593"
"MTFMT","CHRONIC ULCERATIVE COLITIS",79.68519189524,5,"Pmcoa_4544847,Pmcoa_5656465,Pmcoa_5687655,Medline_28250470,Pmcoa_5730934"
"SLC9A3","CHRONIC ULCERATIVE COLITIS",66.364388681169,2,"Pmcoa_5114807,Medline_20027604"
"GUCY2C","CHRONIC ULCERATIVE COLITIS",76.0006650060708,3,"Medline_27125248,Pmcoa_4850406,Pmcoa_4673555"
"RNF186","CHRONIC ULCERATIVE COLITIS",73.0584840817478,8,"Medline_27619887,Medline_27503255,Pmcoa_4980482,Pmcoa_5027274,Pmcoa_3772057,Medline_24068945,Patent_EP3194567A1,Patent_WO2016030504A1"
"SLC3A2","CHRONIC ULCERATIVE COLITIS",69.8926466779918,2,"Medline_27924161,Pmcoa_5135446"
"PRDX1","CHRONIC ULCERATIVE COLITIS",67.6420936562764,2,"Medline_29434945,Pmcoa_5777129"
"GUCA2B","CHRONIC ULCERATIVE COLITIS",67.0485398713335,2,"Medline_27125248,Pmcoa_4850406"
"KCNE3","CHRONIC ULCERATIVE COLITIS",59.9068480099411,2,"Medline_26718405,Pmcoa_4748010"
"REG1A","CHRONIC ULCERATIVE COLITIS",70.5749184533249,3,"Pmcoa_4225863,Medline_20065946,Patent_WO1998000561A1"
"BECN1","CHRONIC ULCERATIVE COLITIS",72.4886249675597,2,"Medline_29422639,Pmcoa_5805688"
"IGHG3","CHRONIC ULCERATIVE COLITIS",71.3137411659093,2,"Pmcoa_4423463,Medline_2292347"
"ACAT2","CHRONIC ULCERATIVE COLITIS",63.3892213611678,2,"Medline_21987487,Pmcoa_4245558"
"FGFR1","CHRONIC ULCERATIVE COLITIS",69.7442165704013,2,"Medline_28928792,Pmcoa_5591922"
"CLDN1","CHRONIC ULCERATIVE COLITIS",70.8507519470092,2,"Pmcoa_5602518,Medline_20871038"
"MME","CHRONIC ULCERATIVE COLITIS",72.9749237097235,2,"Medline_29232715,Pmcoa_5726735"
"CHGA","CHRONIC ULCERATIVE COLITIS",66.2971571636299,2,"Medline_29274006,Pmcoa_5599789"
"XRCC3","CHRONIC ULCERATIVE COLITIS",63.6652254107295,2,"Medline_25247297,Pmcoa_4172686"
"MIR490","CHRONIC ULCERATIVE COLITIS",62.944008649922,2,"Medline_28246536,Pmcoa_5299174"
"MPZ","CHRONIC ULCERATIVE COLITIS",76.2757681465138,4,"Patent_EP2351564A1,Patent_US9023885,Pmcoa_4997980,Pmcoa_3848334"
"CXCL5","CHRONIC ULCERATIVE COLITIS",72.703952883304,2,"Medline_9252512,Patent_EP1826268A1"
"EBI3","CHRONIC ULCERATIVE COLITIS",72.5229714982056,2,"Patent_US20030008343,Medline_9679036"
"KCNQ1","CHRONIC ULCERATIVE COLITIS",64.4129718402678,2,"Medline_26718405,Pmcoa_4748010"
"SPRED2","CHRONIC ULCERATIVE COLITIS",66.1822966406753,2,"Medline_27869219,Pmcoa_5116627"
"CSK","CHRONIC ULCERATIVE COLITIS",68.6088357541398,6,"Patent_US20040261142,Medline_7509341,Patent_US7803909,Patent_US20080163387,Patent_US6764833,Patent_US7276581"
"GUCA2A","CHRONIC ULCERATIVE COLITIS",74.7846059063999,3,"Medline_27125248,Pmcoa_4850406,Pmcoa_4673555"
"NR0B1","CHRONIC ULCERATIVE COLITIS",75.6728621036978,6,"Patent_US20120083522,Medline_28246536,Patent_EP2696680A1,Pmcoa_5299174,Patent_WO2012142581A1,Pmcoa_5436237"
"MIR499A","CHRONIC ULCERATIVE COLITIS",64.2905831182593,2,"Medline_28301487,Pmcoa_5354276"
"PRMT5","CHRONIC ULCERATIVE COLITIS",66.5332472048322,2,"Pmcoa_5440547,Medline_28588584"
"C18ORF8","CHRONIC ULCERATIVE COLITIS",67.261691245066,2,"Medline_28922365,Pmcoa_5602518"
"CCT4","CHRONIC ULCERATIVE COLITIS",71.2210635806389,2,"Pmcoa_3508456,Pmcoa_3302137"
"DAP","CHRONIC ULCERATIVE COLITIS",77.6523107078688,2,"Pmcoa_3982627,Pmcoa_4485655"
"MIR192","CHRONIC ULCERATIVE COLITIS",75.6398649537882,2,"Pmcoa_5498339,Pmcoa_5352191"
"APTX","COGAN SYNDROME",74.3721091814598,10,"Pmcoa_4593195,Pmcoa_1920238,Pmcoa_5532331,Medline_28516743,Pmcoa_3048493,Patent_WO2006044918A2,Pmcoa_5701303,Medline_16193447,Medline_20399152,Pmcoa_4356151"
"ISPD","COGAN SYNDROME",67.310484648514,2,"Pmcoa_4896262,Pmcoa_4715192"
"SETX","COGAN SYNDROME",74.5999245870848,11,"Pmcoa_3145960,Medline_19744353,Pmcoa_2749023,Medline_19696032,Pmcoa_3823977,Pmcoa_5815123,Pmcoa_5886371,Medline_16636238,Pmcoa_4860845,Pmcoa_4738789,Medline_24760770"
"PNKP","COGAN SYNDROME",71.4368623223004,5,"Pmcoa_5243888,Medline_29498415,Pmcoa_4817910,Medline_26970421,Medline_25728773"
"PTPRJ","COGAN SYNDROME",58.3333333333333,2,"Medline_23944678,Pmcoa_4043658"
"GJB2","COGAN SYNDROME",59.7892852556165,2,"Medline_23944678,Pmcoa_4043658"
"IBD5","CROHN'S DISEASE",79.9943760421102,13,"Medline_17213842,Medline_16835882,Patent_US20090162348,Patent_US20160244836,Patent_US20130209486,Patent_US7947451,Patent_US20120082678,Patent_WO2009073628A2,Pmcoa_4460046,Medline_16773684,Medline_12631666,Medline_17508420,Medline_21519805"
"TLR5","CROHN'S DISEASE",83.6849463228896,3,"Medline_16319670,Medline_28139755,Medline_16439468"
"DLG5","CROHN'S DISEASE",79.982261955039,6,"Medline_17451203,Medline_17206668,Medline_16494592,Medline_17156146,Medline_16670524,Pmcoa_3335148"
"SLC22A4","CROHN'S DISEASE",80.3863538026825,13,"Patent_EP2367952A2,Patent_US20120015357,Patent_WO2010060996A2,Medline_16724073,Medline_22206629,Medline_16771961,Medline_16519742,Pmcoa_5214902,Patent_EP1470156B1,Patent_US20090181380,Patent_US20040197777,Patent_WO2003054011A2,Medline_28066136"
"SPINK1","CROHN'S DISEASE",80.090137235428,3,"Medline_17301649,Medline_23425104,Medline_8378739"
"PTPN2","CROHN'S DISEASE",82.7224420572874,7,"Medline_20736230,Medline_19818778,Medline_22457781,Pmcoa_3310077,Pmcoa_4689782,Medline_20403149,Pmcoa_3826479"
"IRGM","CROHN'S DISEASE",84.7351582780008,30,"Medline_20540703,Pmcoa_4770128,Medline_21278745,Medline_19165925,Patent_EP3160467A1,Medline_29274870,Patent_US20170182013,Patent_EP2252148A1,Patent_EP2475392A1,Patent_US20110065741,Patent_EP2773205A1,Patent_WO2012127214A1,Patent_US20160000765,Patent_US20130203795,Patent_US20130137713,Patent_US20110118295,Patent_WO2009108814A1,Patent_US9566270,Patent_US20130184302,Patent_US20170105977,Pmcoa_2644816,Patent_US8309569,Patent_WO2011032085A1,Patent_WO2013067394A1,Patent_WO2016003536A1,Pmcoa_2894823,Pmcoa_2944846,Pmcoa_2892339,Pmcoa_3169336,Pmcoa_3554777"
"ENTPD1","CROHN'S DISEASE",81.2714047677077,3,"Pmcoa_4925662,Medline_25172498,Medline_19805374"
"HSPA2","CROHN'S DISEASE",72.3639529724442,9,"Medline_17301649,Medline_10466882,Patent_EP1929043A2,Patent_EP1963534A2,Patent_EP1883708A1,Patent_WO2007025085A2,Patent_WO2006116867A1,Pmcoa_2736969,Patent_WO2007073478A2"
"TMEM201","CROHN'S DISEASE",77.3850327455709,16,"Medline_17982092,Medline_15162425,Medline_19538320,Medline_25620669,Patent_US20090285812,Patent_US7833530,Patent_EP2291536A2,Patent_US20110293617,Patent_US20110212096,Patent_US20110287017,Patent_US8945565,Patent_WO2009140623A2,Patent_US20160304612,Patent_US9068001,Medline_15685547,Medline_19856411"
"ICAM3","CROHN'S DISEASE",76.2179987072775,2,"Medline_10935652,Medline_9473377"
"CISH","CROHN'S DISEASE",71.5535711337664,2,"Medline_12615922,Patent_US20050196781"
"IL4R","CROHN'S DISEASE",71.9227800660006,8,"Medline_11294568,Patent_EP1929043A2,Patent_EP1883708A1,Patent_EP1963534A2,Patent_US20090081658,Patent_WO2006116867A1,Patent_WO2007073478A2,Patent_WO2007025085A2"
"IGFBP5","CROHN'S DISEASE",73.5079460609028,5,"Medline_11292612,Medline_24379630,Patent_US20150026831,Patent_US20120079611,Patent_US9332741"
"GLS","CROHN'S DISEASE",76.5272796040048,4,"Medline_17078002,Medline_15735434,Patent_EP3048904A2,Patent_US20160317614"
"KIR2DL3","CROHN'S DISEASE",66.3792985488932,13,"Medline_19789864,Patent_EP2480683B1,Patent_US20120107812,Patent_EP2480683A1,Patent_US9005894,Patent_US20150184243,Patent_US20120003633,Patent_US20130323735,Patent_US20110129830,Patent_US20150079116,Patent_WO2013155346A1,Patent_US9017971,Patent_WO2011035870A1"
"CARD8","CROHN'S DISEASE",76.9841640181421,5,"Medline_26462578,Medline_17206668,Medline_21248762,Pmcoa_4589667,Pmcoa_4823501"
"GAST","CROHN'S DISEASE",78.8992172490268,6,"Medline_28443771,Patent_EP2010569A2,Patent_US20090311257,Patent_US8278421,Patent_WO2007111661A2,Medline_12795463"
"SSTR5","CROHN'S DISEASE",64.7048873039122,2,"Medline_20150960,Pmcoa_2817506"
"FUT3","CROHN'S DISEASE",73.445227077993,2,"Medline_26663064,Medline_24720527"
"EIF2A","CROHN'S DISEASE",69.8546331031274,3,"Medline_26986695,Pmcoa_4854551,Pmcoa_3196494"
"KCNN4","CROHN'S DISEASE",78.4797124212551,3,"Medline_27329601,Pmcoa_2992817,Pmcoa_5216698"
"TH1L","CROHN'S DISEASE",72.1565377827365,13,"Medline_15765401,Patent_EP1757621A2,Patent_EP1757621B1,Patent_US20030069196,Patent_US20030158399,Patent_US20050119209,Patent_US20110123548,Patent_US20090041752,Patent_US20120171204,Patent_US6562343,Patent_US6414117,Patent_US7172750,Patent_US6455685"
"KIR2DL2","CROHN'S DISEASE",66.4017974065012,13,"Medline_19789864,Patent_US9017971,Patent_EP2480683A1,Patent_US20120003633,Patent_US20130323735,Patent_EP2480683B1,Patent_US20110129830,Patent_US20150079116,Patent_US20120107812,Patent_US20150184243,Patent_WO2011035870A1,Patent_US9005894,Patent_WO2013155346A1"
"IBD3","CROHN'S DISEASE",71.0479951609706,2,"Medline_17301649,Medline_15626888"
"ARTN","CROHN'S DISEASE",63.8288107352521,2,"Medline_21235736,Pmcoa_3034687"
"RAF1","CROHN'S DISEASE",69.5085262846877,11,"Medline_16081798,Patent_EP2326317A1,Patent_EP2041078A2,Patent_US20100179225,Patent_US20140323576,Patent_US20070202515,Patent_US20110201686,Patent_WO2008002465A2,Patent_US9440914,Patent_WO2007047408A2,Patent_WO2010039429A1"
"MCL1","CROHN'S DISEASE",77.5146059871091,2,"Medline_18266233,Medline_28190086"
"NCR1","CROHN'S DISEASE",71.1013169740653,2,"Medline_20638936,Pmcoa_3269367"
"GPX2","CROHN'S DISEASE",73.8030995991617,4,"Medline_15795427,Patent_US6762343,Pmcoa_1769511,Pmcoa_3747154"
"LRRK2","CROHN'S DISEASE",77.8196008453887,25,"Medline_28117607,Medline_21552986,Medline_25703537,Medline_29321258,Patent_EP3255049A1,Patent_EP3083618A1,Patent_US20140205537,Patent_EP2867236B1,Patent_US20150366874,Patent_US9156845,Patent_US20140005183,Patent_US20170002000,Patent_US20170073343,Patent_WO2014001973A1,Patent_US9642855,Patent_US9695171,Patent_WO2015092592A1,Patent_WO2017046675A1,Patent_WO2012178015A2,Patent_US20130225584,Patent_EP2844660B1,Patent_WO2013166276A1,Patent_EP2844660A1,Patent_US20170174694,Patent_WO2017106771A1"
"TCF7L2","CROHN'S DISEASE",66.4946649495587,2,"Medline_17709525,Pmcoa_3324539"
"GP2","CROHN'S DISEASE",78.3008435183944,7,"Medline_27717419,Medline_23118780,Medline_25411995,Pmcoa_3483735,Pmcoa_3671301,Medline_19549613,Medline_21195704"
"ACKR2","CROHN'S DISEASE",70.7235873157987,3,"Medline_29018451,Patent_US20110319284,Pmcoa_2656221"
"TFF3","CROHN'S DISEASE",77.4138328629251,2,"Medline_20499178,Medline_28104989"
"CEACAM6","CROHN'S DISEASE",78.1699985099465,6,"Medline_21178454,Patent_WO2017021549A1,Pmcoa_3554634,Pmcoa_4760449,Medline_23358328,Pmcoa_3116889"
"FUT2","CROHN'S DISEASE",76.8184642291676,4,"Pmcoa_5266819,Medline_22068912,Pmcoa_4214913,Medline_24268527"
"NOX1","CROHN'S DISEASE",78.8453580988362,3,"Medline_24374371,Pmcoa_5148781,Pmcoa_4943970"
"TPMT","CROHN'S DISEASE",66.100288174196,6,"Medline_22412030,Patent_EP1631677B1,Patent_EP1631677A2,Patent_US20060147958,Patent_US7745119,Patent_WO2005017181A2"
"PGLYRP1","CROHN'S DISEASE",68.9255802030961,2,"Medline_23840689,Pmcoa_3686734"
"IL18RAP","CROHN'S DISEASE",75.3292481958645,4,"Medline_20176734,Pmcoa_4918343,Medline_21298027,Pmcoa_3029251"
"PLD2","CROHN'S DISEASE",66.2434625200154,2,"Medline_27721573,Pmcoa_5046040"
"NCF4","CROHN'S DISEASE",65.0615681501334,2,"Patent_WO2012127214A1,Medline_22027479"
"IL26","CROHN'S DISEASE",78.2763452797894,3,"Pmcoa_3239315,Medline_23055831,Medline_28879509"
"FFAR4","CROHN'S DISEASE",74.1288288868278,3,"Medline_25447053,Medline_28039475,Pmcoa_5352409"
"SLC22A5","CROHN'S DISEASE",63.6328527690935,3,"Medline_26965072,Patent_WO2008154518A2,Pmcoa_2848550"
"CNTNAP3","CROHN'S DISEASE",62.1015841709236,2,"Pmcoa_4391322,Medline_25883416"
"EIF2AK4","CROHN'S DISEASE",65.2724664744397,2,"Medline_26986695,Pmcoa_4854551"
"LY75","CROHN'S DISEASE",68.4314312359088,2,"Medline_27965521,Pmcoa_5124651"
"EIF2S1","CROHN'S DISEASE",67.9789524814233,2,"Medline_26986695,Pmcoa_4854551"
"CHUK","CROHN'S DISEASE",70.6375719322878,2,"Medline_28039475,Pmcoa_5352409"
"DEFA5","CROHN'S DISEASE",65.5446646944622,4,"Patent_US8895062,Patent_US20090214662,Pmcoa_3285585,Patent_WO2007087557A2"
"LRBA","CROHN'S DISEASE",67.5820024943532,3,"Patent_US8440395,Patent_US20100183521,Pmcoa_4190871"
"ARSD","CROHN'S DISEASE",68.0337711456179,4,"Patent_US9050276,Patent_US20120207726,Pmcoa_5073317,Patent_WO2017172521A1"
"ORMDL3","CROHN'S DISEASE",77.8452014787837,3,"Pmcoa_3778899,Pmcoa_2970560,Pmcoa_4592899"
"GPX1","CROHN'S DISEASE",76.0161917214489,3,"Pmcoa_4745366,Patent_US6762343,Pmcoa_1769511"
"SLCO6A1","CROHN'S DISEASE",77.9976088163734,2,"Pmcoa_4256300,Pmcoa_3295784"
"RTN1","CROHN'S DISEASE",74.4750725539141,2,"Pmcoa_4949558,Pmcoa_2976079"
"HPSE","FIBROMYALGIA",78.2563622515386,11,"Patent_US20090081243,Patent_EP2527446A1,Patent_US20150322517,Patent_EP2527447A1,Patent_EP1766014A1,Patent_EP2270034A2,Patent_WO2005118810A1,Medline_18158367,Pmcoa_416451,Patent_US20130034537,Pmcoa_416440"
"SCN9A","FIBROMYALGIA",65.4623672791075,9,"Pmcoa_5741331,Patent_US20160221974,Patent_US20160046617,Patent_US20160130239,Patent_EP2968234A1,Patent_EP3043787A2,Patent_US9458118,Patent_WO2014151472A1,Medline_29343477"
"TKT","FIBROMYALGIA",63.1415032034606,2,"Pmcoa_1876608,Medline_2407767"
"ZNF77","FIBROMYALGIA",60.5165327344417,2,"Medline_23762283,Pmcoa_3677902"
"MAP1LC3A","FIBROMYALGIA",61.254479191554,2,"Medline_26772544,Pmcoa_4715288"
"LXN","FIBROMYALGIA",72.3553343489979,2,"Pmcoa_3129941,Pmcoa_3447191"
"BPI","GRANULOMATOSIS WITH POLYANGIITIS",73.5986825170525,2,"Medline_14740457,Medline_15686586"
"CD248","GRANULOMATOSIS WITH POLYANGIITIS",59.1034001729648,2,"Medline_28615072,Pmcoa_5471953"
"FCAR","HENOCH-SCHONLEIN PURPURA",61.3734684043458,2,"Pmcoa_4802400,Medline_27051593"
"CD209","KAWASAKI DISEASE",74.009252425444,2,"Pmcoa_4141786,Pmcoa_3354554"
"GOPC","KAWASAKI DISEASE",74.8288977593131,6,"Medline_18091353,Medline_28650933,Pmcoa_5573743,Pmcoa_3722201,Pmcoa_5007425,Medline_18295676"
"ITPKC","KAWASAKI DISEASE",73.8586869106425,7,"Medline_22161096,Pmcoa_5432973,Pmcoa_3951297,Medline_29152908,Medline_24621571,Medline_22498790,Medline_19158812"
"FGF23","KAWASAKI DISEASE",66.8226190070517,2,"Medline_24168888,Pmcoa_3832880"
"MIR200C","KAWASAKI DISEASE",58.9650033421196,2,"Medline_28656149,Pmcoa_5471556"
"SMAD6","KAWASAKI DISEASE",62.0549761157615,2,"Pmcoa_5810213,Medline_29344637"
"RRP1","LYME DISEASE",61.0372221993927,2,"Pmcoa_3128128,Medline_15716451"
"NAPA","LYME DISEASE",70.9013686927837,3,"Medline_24355226,Medline_20851780,Pmcoa_4192664"
