"Link.ID","Source.name","Source.Display.Name","Source.type","Target.name","Target.Display.Name","Target.type","Confidence","Documents","Document.IDs","Relationships"
264,"ONERCEPT","ONERCEPT","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",64.1182878423248,3,"Patent_US20060009450,Patent_US7214658,Medline_16797249","Treat,Prepositional"
269,"ARTN","ARTN","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",63.8288107352521,2,"Medline_21235736,Pmcoa_3034687","Prepositional"
270,"RAF1","RAF1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",69.5085262846877,11,"Medline_16081798,Patent_EP2326317A1,Patent_EP2041078A2,Patent_US20100179225,Patent_US20140323576,Patent_US20070202515,Patent_US20110201686,Patent_WO2008002465A2,Patent_US9440914,Patent_WO2007047408A2,Patent_WO2010039429A1","AssociationPositive"
275,"MCL1","MCL1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",77.5146059871091,2,"Medline_18266233,Medline_28190086","Prepositional,Regulation"
280,"NCR1","NCR1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",71.1013169740653,2,"Medline_20638936,Pmcoa_3269367","Regulation"
282,"GPX2","GPX2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",73.8030995991617,4,"Medline_15795427,Patent_US6762343,Pmcoa_1769511,Pmcoa_3747154","Prepositional,Association"
287,"RABEPK","RABEPK","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",69.1953868339381,11,"Patent_US20090123479,Patent_WO2010115786A1,Medline_17007011,Pmcoa_2413040,Patent_WO2009043933A1,Patent_US20120244542,Patent_US20090311694,Patent_US20120245325,Patent_US20130196333,Patent_US8404824,Patent_US8206925","Prepositional,AssociationPositive,Regulation,AssociationNegative"
289,"LRRK2","LRRK2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",77.8196008453887,25,"Medline_28117607,Medline_21552986,Medline_25703537,Medline_29321258,Patent_EP3255049A1,Patent_EP3083618A1,Patent_US20140205537,Patent_EP2867236B1,Patent_US20150366874,Patent_US9156845,Patent_US20140005183,Patent_US20170002000,Patent_US20170073343,Patent_WO2014001973A1,Patent_US9642855,Patent_US9695171,Patent_WO2015092592A1,Patent_WO2017046675A1,Patent_WO2012178015A2,Patent_US20130225584,Patent_EP2844660B1,Patent_WO2013166276A1,Patent_EP2844660A1,Patent_US20170174694,Patent_WO2017106771A1","Prepositional,Association,Regulation,Similarity,Modification"
294,"TNFRSF6B","TNFRSF6B","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",72.5963848125926,4,"Patent_EP2997165A2,Patent_US20160090629,Patent_WO2014186750A2,Medline_19039087","Prepositional"
298,"IL13","IL13","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",77.3687025509241,5,"Patent_US9072716,Patent_EP1877074A2,Patent_US20090092543,Patent_WO2009073628A2,Medline_23300643","Prepositional,Association"
299,"TCF7L2","TCF7L2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",66.4946649495587,2,"Medline_17709525,Pmcoa_3324539","Prepositional"
303,"GP2","GP2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",78.3008435183944,7,"Medline_27717419,Medline_23118780,Medline_25411995,Pmcoa_3483735,Pmcoa_3671301,Medline_19549613,Medline_21195704","Prepositional,Part_Of"
304,"RPSA","RPSA","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",67.9114291122447,3,"Medline_19897961,Patent_US20110287018,Patent_WO2011146727A1","Prepositional"
307,"ACKR2","ACKR2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",70.7235873157987,3,"Medline_29018451,Patent_US20110319284,Pmcoa_2656221","Prepositional"
323,"INSULIN","INSULIN, DALANATED","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.2798107075823,3,"Medline_23823177,Pmcoa_5237699,Patent_WO2001083755A2","Prepositional"
334,"OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(OC[C@@]4(OC[C@@]5(OC[C@@]6(OC[C@@]7(OC[C@@]8(OC[C@@]9(OC[C@@]%10(OC[C@@]%11(OC[C@@]%12(OC[C@@]%13(OC[C@@]%14(OC[C@@]%15(OC[C@@]%16(OC[C@@]%17(OC[C@@]%18(OC[C@@]%19(OC[C@@]%20(OC[C@@]%21(OC[C@@]%22(OC[C@@]%23(OC[C@@]%24(OC[C@@]%25(OC[C@@]%26(OC[C@@]%27(OC[C@@]%28(OC[C@@]%29(OC[C@@]%30(OC[C@@]%31(OC[C@@]%32(OC[C@@]%33(OC[C@@]%34(OC[C@@]%35(OC[C@@]%36(OC[C@@]%37(O[C@H]%38O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%38O)O[C@H](CO)[C@@H](O)[C@@H]%37O)O[C@H](CO)[C@@H](O)[C@@H]%36O)O[C@H](CO)[C@@H](O)[C@@H]%35O)O[C@H](CO)[C@@H](O)[C@@H]%34O)O[C@H](CO)[C@@H](O)[C@@H]%33O)O[C@H](CO)[C@@H](O)[C@@H]%32O)O[C@H](CO)[C@@H](O)[C@@H]%31O)O[C@H](CO)[C@@H](O)[C@@H]%30O)O[C@H](CO)[C@@H](O)[C@@H]%29O)O[C@H](CO)[C@@H](O)[C@@H]%28O)O[C@H](CO)[C@@H](O)[C@@H]%27O)O[C@H](CO)[C@@H](O)[C@@H]%26O)O[C@H](CO)[C@@H](O)[C@@H]%25O)O[C@H](CO)[C@@H](O)[C@@H]%24O)O[C@H](CO)[C@@H](O)[C@@H]%23O)O[C@H](CO)[C@@H](O)[C@@H]%22O)O[C@H](CO)[C@@H](O)[C@@H]%21O)O[C@H](CO)[C@@H](O)[C@@H]%20O)O[C@H](CO)[C@@H","OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(OC[C@@]4(OC[C@@]5(OC[C@@]6(OC[C@@]7(OC[C@@]8(OC[C@@]9(OC[C@@]%10(OC[C@@]%11(OC[C@@]%12(OC[C@@]%13(OC[C@@]%14(OC[C@@]%15(OC[C@@]%16(OC[C@@]%17(OC[C@@]%18(OC[C@@]%19(OC[C@@]%20(OC[C@@]%21(OC[C@@]%22(OC[C@@]%23(OC[C@@]%24(OC[C@@]%25(OC[C@@]%26(OC[C@@]%27(OC[C@@]%28(OC[C@@]%29(OC[C@@]%30(OC[C@@]%31(OC[C@@]%32(OC[C@@]%33(OC[C@@]%34(OC[C@@]%35(OC[C@@]%36(OC[C@@]%37(O[C@H]%38O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%38O)O[C@H](CO)[C@@H](O)[C@@H]%37O)O[C@H](CO)[C@@H](O)[C@@H]%36O)O[C@H](CO)[C@@H](O)[C@@H]%35O)O[C@H](CO)[C@@H](O)[C@@H]%34O)O[C@H](CO)[C@@H](O)[C@@H]%33O)O[C@H](CO)[C@@H](O)[C@@H]%32O)O[C@H](CO)[C@@H](O)[C@@H]%31O)O[C@H](CO)[C@@H](O)[C@@H]%30O)O[C@H](CO)[C@@H](O)[C@@H]%29O)O[C@H](CO)[C@@H](O)[C@@H]%28O)O[C@H](CO)[C@@H](O)[C@@H]%27O)O[C@H](CO)[C@@H](O)[C@@H]%26O)O[C@H](CO)[C@@H](O)[C@@H]%25O)O[C@H](CO)[C@@H](O)[C@@H]%24O)O[C@H](CO)[C@@H](O)[C@@H]%23O)O[C@H](CO)[C@@H](O)[C@@H]%22O)O[C@H](CO)[C@@H](O)[C@@H]%21O)O[C@H](CO)[C@@H](O)[C@@H]%20O)O[C@H](CO)[C@@H","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",69.4005295964654,2,"Medline_23303175,Pmcoa_3561595","Prepositional"
338,"MIR31","MIR31","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",78.1050641724364,2,"Medline_23389767,Medline_24051693","Association,Prepositional"
339,"DMBT1","DMBT1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",67.0734464976465,2,"Medline_24223725,Patent_US20110212104","GeneExpression,Prepositional"
344,"INS","INS","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.0165150098937,2,"Medline_25577194,Patent_US20120079611","Prepositional,Binding"
345,"TFF3","TFF3","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",77.4138328629251,2,"Medline_20499178,Medline_28104989","Prepositional,Cure"
346,"NKX2-3","NKX2-3","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",78.8567522885491,7,"Medline_21818367,Medline_21172269,Pmcoa_3144927,Pmcoa_5379238,Medline_24473197,Medline_20188614,Medline_21968973","Prepositional,Association"
347,"CN1C2C3=C(C1c1ccccc1C2=O)C(=O)c1ccccc1C3=O","TU-100","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",64.2291671625845,2,"Pmcoa_4070603,Medline_21808981","Prepositional,Association"
350,"CEACAM6","CEACAM6","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",78.1699985099465,6,"Medline_21178454,Patent_WO2017021549A1,Pmcoa_3554634,Pmcoa_4760449,Medline_23358328,Pmcoa_3116889","Prepositional,GeneExpression"
362,"FUT2","FUT2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",76.8184642291676,4,"Pmcoa_5266819,Medline_22068912,Pmcoa_4214913,Medline_24268527","Association,Prepositional"
363,"NOX1","NOX1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",78.8453580988362,3,"Medline_24374371,Pmcoa_5148781,Pmcoa_4943970","Regulation,AssociationNegative,Treat,AssociationPositive"
366,"CASP8","CASP8","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",71.098807521549,3,"Medline_26635787,Patent_WO2014179476A1,Pmcoa_3373730","Association,AssociationPositive"
368,"CXCL9","CXCL9","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.7590857894615,3,"Medline_20848514,Patent_US20060216716,Patent_WO2005016954A2","Association,Prepositional"
369,"[O-]C(=O)c1ccccc1","BENZOATE (VAN)","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",64.8278470895052,2,"Medline_20849615,Pmcoa_2954941","Prepositional"
373,"CCL17","CCL17","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",15.5047200551124,5,"Patent_EP1661889A1,Patent_US20060004010,Patent_US20100266539,Patent_US20070254886,Patent_US7732442","Association"
374,"CCL22","CCL22","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",15.0916183151591,6,"Patent_EP1661889A1,Patent_EP1541563A1,Patent_US20060004010,Patent_US20100266539,Patent_US20070254886,Patent_US7732442","Association"
375,"REG4","REG4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",8.41000407938485,5,"Patent_US20050158313,Patent_EP1962584A2,Patent_US20090293137,Patent_US20110182883,Patent_WO2007081608A2","AssociationPositive,Prepositional"
376,"PMP22","PMP22","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",10.1833331844685,4,"Patent_EP1963368A1,Patent_WO2007070750A1,Patent_US20100239588,Patent_EP2143734A1","Association,AssociationPositive"
377,"IL31","IL31","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",70.8221415731135,41,"Patent_EP1991581A2,Patent_EP2001906A2,Patent_US20170190771,Patent_US20070160610,Patent_EP2594585A1,Patent_EP2749571A2,Patent_US20120207757,Patent_US20100297125,Patent_US20110177072,Patent_US20140127206,Patent_US20120107310,Patent_US20110177086,Patent_US20160222123,Patent_US20130177562,Patent_US20070160611,Patent_US20170190780,Patent_US8105591,Patent_US20150132299,Patent_US8685395,Patent_US20130195855,Patent_US9334321,Patent_US9828431,Patent_US8968732,Patent_US20160222103,Patent_US20100221244,Patent_US7514077,Patent_US20140186346,Patent_US9631022,Patent_US20150132300,Patent_US8377438,Patent_US7939068,Patent_US9631021,Patent_US9834602,Patent_US8105590,Patent_US8637015,Patent_US7638126,Patent_US7943132,Patent_US8974783,Patent_US8409571,Patent_US9334322,Pmcoa_3977870","AssociationPositive,Prepositional"
379,"IL25","IL25","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",12.7693681610147,7,"Patent_EP2417161A1,Patent_EP2417161B1,Patent_US20140044718,Patent_US8586037,Patent_US20120020985,Patent_US8852589,Patent_WO2010116123A1","Association"
383,"TPMT","TPMT","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",66.100288174196,6,"Medline_22412030,Patent_EP1631677B1,Patent_EP1631677A2,Patent_US20060147958,Patent_US7745119,Patent_WO2005017181A2","Prepositional,Treat"
384,"ABATACEPT","ABATACEPT","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",71.4338500536182,2,"Pmcoa_4257762,Medline_22504093","Prepositional"
386,"PGLYRP1","PGLYRP1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",68.9255802030961,2,"Medline_23840689,Pmcoa_3686734","Prepositional"
389,"S100A12","S100A12","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",73.6306206745582,8,"Medline_20946669,Pmcoa_2964606,Patent_EP1474689A2,Patent_US20050147972,Patent_US20100311758,Patent_US20170138931,Patent_US20030175713,Patent_WO2003069341A2","Predict,Prepositional"
394,"TRAF3IP2","TRAF3IP2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",68.2126978751447,2,"Medline_26558270,Pmcoa_4628975","Association"
395,"IL18RAP","IL18RAP","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",75.3292481958645,4,"Medline_20176734,Pmcoa_4918343,Medline_21298027,Pmcoa_3029251","Regulation,Association,Prepositional"
401,"CC(=O)Oc1ccccc1C(O)=O","ASPIRIN","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.7795326139285,2,"Medline_21790683,Pmcoa_4345053","Association,Prepositional"
403,"CASP3","CASP3","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.8498001165167,2,"Medline_26788091,Pmcoa_4697047","Prepositional"
405,"PLD2","PLD2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",66.2434625200154,2,"Medline_27721573,Pmcoa_5046040","Prepositional"
408,"NCF4","NCF4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",65.0615681501334,2,"Patent_WO2012127214A1,Medline_22027479","Prepositional,Association"
413,"IL26","IL26","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",78.2763452797894,3,"Pmcoa_3239315,Medline_23055831,Medline_28879509","Prepositional,Regulation"
418,"FFAR4","FFAR4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.1288288868278,3,"Medline_25447053,Medline_28039475,Pmcoa_5352409","Prepositional,Regulation"
420,"SEMA4A","SEMA4A","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",68.3854543781676,2,"Medline_25978359,Pmcoa_5160039","Prepositional,Association"
421,"SLC22A5","SLC22A5","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",63.6328527690935,3,"Medline_26965072,Patent_WO2008154518A2,Pmcoa_2848550","Regulation,Prepositional"
424,"CCR7","CCR7","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",73.2457400807367,2,"Medline_20150960,Pmcoa_2817506","Prepositional"
426,"CTLA4","CTLA4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",77.0768283716126,3,"Medline_21519805,Patent_EP2536745A2,Pmcoa_2894789","Prepositional,Treat,Regulation"
431,"CD274","CD274","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",76.0242632127942,4,"Patent_WO2015067939A1,Medline_27226337,Pmcoa_4880906,Patent_US20160235683","GeneExpression,Prepositional,Treat"
438,"C[C@H](CCCC(C)(C)O)[C@H]1CCC2\C(CCC[C@]12C)=C\C=C1\C[C@H](O)CCC1=C","CALCIFEDIOL","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",71.6387725097744,2,"Medline_26837598,Pmcoa_5385306","Prepositional"
440,"XBP1","XBP1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",70.2350257024882,10,"Medline_26635787,Patent_EP2340248B1,Patent_US20150011575,Patent_US9382230,Patent_US20110319436,Patent_US20120322814,Patent_US8980899,Patent_WO2011047384A2,Patent_US8815885,Patent_WO2016022839A1","Association"
453,"CCL20","CCL20","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",16.0320046917442,8,"Patent_EP2757160A2,Patent_EP2584049A2,Patent_US20140179620,Patent_US20140154275,Patent_US20090155788,Patent_EP2352762A1,Patent_US20110212104,Patent_WO2010062663A1","AssociationPositive,Prepositional,Part_Of"
454,"NOTCH4","NOTCH4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",9.56242639999529,5,"Patent_US20020150939,Patent_WO2001020036A2,Patent_US6376176,Patent_US7419782,Patent_EP1214451A2","Prepositional,Association"
455,"CSF2RB","CSF2RB","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",5.00366198694803,7,"Patent_US20030035801,Patent_US20060177419,Patent_US20050169884,Patent_US7641894,Patent_US7407931,Patent_US7060262,Patent_WO2002013866A2","Prepositional"
458,"CNTNAP3","CNTNAP3","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",62.1015841709236,2,"Pmcoa_4391322,Medline_25883416","Association,GeneExpression,Prepositional"
460,"CCL11","CCL11","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",73.1046848287111,2,"Pmcoa_4212306,Medline_26874691","Prepositional"
462,"CTNNB1","CTNNB1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",75.2648047696852,2,"Medline_28188784,Pmcoa_3743876","Prepositional"
469,"EXOSC1","EXOSC1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",76.2562102305677,3,"Medline_26395534,Medline_29079905,Medline_26134250","Prepositional,Treat,AssociationPositive"
472,"IL17C","IL17C","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.0919202782342,4,"Patent_EP1802657A2,Patent_WO2006044840A2,Patent_WO2007047738A1,Medline_23607532","Prepositional,GeneExpression"
486,"ANXA1","ANXA1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",73.2103073620127,4,"Pmcoa_3794972,Medline_24130820,Patent_US20130261066,Patent_WO2012031023A2","Prepositional"
502,"KLRB1","KLRB1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",69.799456806417,2,"Patent_US20090074756,Medline_25172498","Regulation"
503,"IRF5","IRF5","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",72.6476640022818,2,"Medline_25564941,Pmcoa_4931595","Prepositional"
506,"GPBAR1","GPBAR1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",71.2021527236271,2,"Medline_23566200,Pmcoa_3634536","Prepositional"
511,"TGFB2","TGFB2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",71.2000141407522,5,"Medline_27553420,Patent_US20080138340,Patent_US20050271674,Patent_US20120148570,Patent_US20130095093","Prepositional,Regulation"
513,"COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O","CURCUMIN","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",73.992227416665,4,"Patent_WO2009143985A1,Patent_US20110305779,Pmcoa_3309644,Medline_28735823","Regulation,Association,Prepositional,AssociationNegative"
526,"IL17RA","IL17RA","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",15.3643012854914,4,"Patent_US20100055700,Patent_WO2008106579A2,Patent_US20150337378,Patent_WO2008137762A2","Association,Prepositional"
534,"CCX282","CCX282","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",62.3223615676841,2,"Pmcoa_4592714,Medline_28147349","AssociationNegative,Prepositional"
539,"EIF2AK4","EIF2AK4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",65.2724664744397,2,"Medline_26986695,Pmcoa_4854551","AssociationPositive"
541,"LY75","LY75","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",68.4314312359088,2,"Medline_27965521,Pmcoa_5124651","Regulation"
542,"HSPA1L","HSPA1L","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",7.73783305920893,5,"Patent_EP1214451A2,Patent_US20020150939,Patent_US6376176,Patent_US7419782,Patent_WO2001020036A2","Association"
543,"PGF","PGF","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",14.3347243989256,5,"Patent_EP2567970A1,Patent_EP2918601A1,Patent_US20090176217,Patent_US20160216281,Patent_US9347952","Prepositional"
546,"EIF2S1","EIF2S1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",67.9789524814233,2,"Medline_26986695,Pmcoa_4854551","AssociationPositive"
548,"CHUK","CHUK","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",70.6375719322878,2,"Medline_28039475,Pmcoa_5352409","Regulation"
549,"MIP","MIP","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.632683013612,3,"Patent_EP2352762A1,Patent_WO2010062663A1,Pmcoa_3808349","Prepositional"
550,"NR2C2","NR2C2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",65.9523613225194,2,"Medline_28039475,Pmcoa_5352409","Regulation"
556,"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1","VITAMIN E","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.8161676055738,2,"Medline_7851004,Pmcoa_4017545","Prepositional"
558,"ATF4","ATF4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",74.0506243622389,3,"Medline_26986695,Pmcoa_4854551,Pmcoa_4182533","AssociationPositive,Association"
559,"NFKBIA","NFKBIA","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",68.6068423492441,2,"Medline_28039475,Pmcoa_5352409","Regulation"
571,"PROK2","PROK2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",8.59929762122161,3,"Patent_EP1924603A2,Patent_US20080219985,Patent_WO2007033140A2","Prepositional"
572,"TCHH","TCHH","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",15.7831420261438,11,"Patent_EP1575479A2,Patent_WO2003063759A2,Patent_EP1957083A1,Patent_EP2720719A2,Patent_WO2012174338A2,Patent_WO2007060652A1,Patent_WO2001079288A2,Patent_WO1998047004A1,Patent_EP1592384A2,Patent_WO2004064717A2,Patent_WO2006047744A2","Regulation,Association,Treat,Similarity"
578,"LTB","LTB","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",14.5393000121921,3,"Patent_US6329425,Patent_US6100296,Patent_US6177468","Prepositional"
579,"IER3IP1","IER3IP1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",7.33171150269808,3,"Patent_EP2012790A2,Patent_US20080015211,Patent_US7879870","Prepositional"
583,"PF4","PF4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",72.9330079872426,2,"Medline_3570037,Pmcoa_5369906","Prepositional,Association"
590,"TPM3","TPM3","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",7.66568090348934,5,"Patent_WO1999048508A1,Patent_US20070025984,Patent_US6605276,Patent_US7264807,Patent_US20030198635","Prepositional"
593,"CEACAM5","CEACAM5","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",72.9982670614482,4,"Medline_3318403,Patent_US20170189484,Patent_EP3145531A2,Patent_WO2015168607A2","Prepositional,AssociationPositive"
596,"CNR2","CNR2","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",70.268296152714,3,"Patent_US20110124644,Patent_WO2009143278A2,Medline_28981653","Association,Prepositional,Regulation"
601,"FOLH1","FOLH1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",8.06348956867055,2,"Patent_EP3115066A1,Patent_WO2017005799A1","Prepositional"
602,"CLDN8","CLDN8","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",6.78825355442996,3,"Patent_US20060130160,Patent_US20030152921,Patent_US7060479","Prepositional"
606,"EDA","EDA","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",9.02495907424614,8,"Patent_EP2513138A1,Patent_EP2367843B1,Patent_EP2379581B1,Patent_EP2513138B1,Patent_US20120301393,Patent_US20130011334,Patent_WO2011073209A1,Patent_WO2011073214A2","Prepositional"
608,"TNFRSF4","TNFRSF4","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",16.2576933881138,3,"Patent_EP1755641A2,Patent_US20050214296,Patent_WO2005079848A2","Regulation"
610,"ASIC3","ASIC3","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",6.49688357106408,4,"Patent_US20090023773,Patent_US20090246134,Patent_WO2008144931A1,Patent_WO2009000085A1","Prepositional"
612,"UBASH3B","UBASH3B","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",7.84842105901482,2,"Patent_US20020077308,Patent_US6479465","AssociationPositive"
613,"OPRELVEKIN","OPRELVEKIN","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",66.9968180550686,10,"Patent_US20040126358,Patent_US20100062058,Patent_US20060079450,Patent_WO2004024125A1,Patent_US20090185996,Patent_US20110091415,Patent_US20040029776,Patent_US7449444,Patent_US20120134958,Patent_US6982080","Treat"
614,"DEFA5","DEFA5","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",65.5446646944622,4,"Patent_US8895062,Patent_US20090214662,Pmcoa_3285585,Patent_WO2007087557A2","Prepositional"
616,"PACAP","PACAP","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",10.9118026058494,6,"Patent_EP2496245A2,Patent_US20130065816,Patent_EP2496245B1,Patent_US20150104388,Patent_US8916517,Patent_WO2011054001A2","Prepositional"
617,"Nc1ccc(C(O)=O)c(O)c1","AMINOSALICYLATE SODIUM","DRUG","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",66.8471668847794,3,"Patent_US20100136125,Patent_WO2008085484A2,Pmcoa_4320793","TREAT,Prepositional"
618,"NELL1","NELL1","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",63.3118295922453,3,"Patent_US20100167285,Patent_WO2008118969A2,Pmcoa_1933598","Prepositional"
619,"SELP","SELP","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",16.7521650378788,3,"Patent_US20110212096,Patent_US20110287017,Patent_US20110293617","Treat"
620,"SELPLG","SELPLG","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",16.5126925171516,6,"Patent_US20110212096,Patent_EP2291536A2,Patent_US20090285812,Patent_US20110287017,Patent_US20110293617,Patent_WO2009140623A2","Treat"
621,"NELFCD","NELFCD","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",15.1415277886312,4,"Patent_US20070142292,Patent_US20060094082,Patent_US7183381,Patent_US7420033","Association"
622,"ZNF365","ZNF365","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",4.36655204784544,3,"Patent_US20130012602,Patent_US20150376707,Patent_WO2011088237A1","Association"
625,"IL34","IL34","GENE","CROHN'S DISEASE","CROHN'S DISEASE","CONDITION",11.770907471679,2,"Patent_EP3174895A1,Patent_WO2016016262A1","Regulation"
